"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
350,"Transcutaneous Immunization With an Attenuated Listeria Monocytogenes Vector Vaccine","Completed","No Results Available","Healthy Volunteers","Biological: BMB72 (actA/plcB-deleted Listeria monocytogenes expressing influenza A nucleoprotein)","Massachusetts General Hospital, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT01311817"
351,"Immunogenicity & Safety of GSK's Influenza Vaccine 1557484A Given to Adults Aged ≥18 Years","Completed","Has Results","Influenza","Biological: Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted|Biological: Placebo","GSK Investigational Site, Huntsville, Alabama, United States|GSK Investigational Site, Phoenix, Arizona, United States|GSK Investigational Site, Anaheim, California, United States|GSK Investigational Site, Jacksonville, Florida, United States|GSK Investigational Site, Melbourne, Florida, United States|GSK Investigational Site, Miami, Florida, United States|GSK Investigational Site, Pembroke Pines, Florida, United States|GSK Investigational Site, Stockbridge, Georgia, United States|GSK Investigational Site, Chicago, Illinois, United States|GSK Investigational Site, Peoria, Illinois, United States|GSK Investigational Site, South Bend, Indiana, United States|GSK Investigational Site, Lenexa, Kansas, United States|GSK Investigational Site, Wichita, Kansas, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Rockville, Maryland, United States|GSK Investigational Site, Saint Louis, Missouri, United States|GSK Investigational Site, Missoula, Montana, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, Edison, New Jersey, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Raleigh, North Carolina, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Spartanburg, South Carolina, United States|GSK Investigational Site, Nashville, Tennessee, United States|GSK Investigational Site, Austin, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, San Angelo, Texas, United States|GSK Investigational Site, Halifax, Nova Scotia, Canada|GSK Investigational Site, Truro, Nova Scotia, Canada|GSK Investigational Site, London, Ontario, Canada|GSK Investigational Site, Sarnia, Ontario, Canada|GSK Investigational Site, Sudbury, Ontario, Canada|GSK Investigational Site, Woodstock, Ontario, Canada|GSK Investigational Site, Pointe-Claire, Quebec, Canada|GSK Investigational Site, Quebec City, Quebec, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada|GSK Investigational Site, St-Romuald, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00616928"
352,"DBRCT on the Effect of Grip Strength in Brachial Plexus vs Distal Forearm Nerve Blocks","Completed","No Results Available","Postoperative Mobility","Procedure: Proximal Brachial Plexus vs Distal Forearm Block","University of New Mexico, Albuquerque, New Mexico, United States","https://ClinicalTrials.gov/show/NCT01927289"
353,"Randomized, Double-blind, Placebo Controlled Phase II Study to Examine the Effects of DAS181 in Healthy Adult Subjects With Laboratory Confirmed Influenza","Completed","No Results Available","Influenza","Drug: DAS181 dry powder, formulation F02|Drug: Respitose ML006 (DMV-Fonterra)","Carmichael, California, United States|Chula Vista, California, United States|La Mesa, California, United States|Lincoln, California, United States|Los Angeles, California, United States|Orange, California, United States|Colorado Springs, Colorado, United States|Denver, Colorado, United States|Hialeah, Florida, United States|Miami, Florida, United States|Orlando, Florida, United States|Tampa, Florida, United States|Atlanta, Georgia, United States|Boise, Idaho, United States|Covington, Louisiana, United States|Silver Spring, Maryland, United States|North Dartmouth, Massachusetts, United States|Bellevue, Nebraska, United States|Henderson, Nevada, United States|Las Vegas, Nevada, United States|Stony Brook, New York, United States|Canton, Ohio, United States|Dayton, Ohio, United States|Franklin, Ohio, United States|Groveport, Ohio, United States|Miamisburg, Ohio, United States|Oklahoma City, Oklahoma, United States|Tulsa, Oklahoma, United States|Ashland, Oregon, United States|Lansdale, Pennsylvania, United States|Pittsburg, Pennsylvania, United States|Myrtle Beach, South Carolina, United States|Simpsonville, South Carolina, United States|Rapid City, South Dakota, United States|Johnson City, Tennessee, United States|Austin, Texas, United States|Georgetown, Texas, United States|San Antonio, Texas, United States|Salt Lake City, Utah, United States|West Point, Utah, United States|West Valley City, Utah, United States|Richmond, Virginia, United States","https://ClinicalTrials.gov/show/NCT01037205"
354,"Safety of and Immune Response to an H1N1 Influenza Vaccine in HIV Infected Pregnant Women","Completed","Has Results","HIV Infections|H1N1 Influenza Virus","Biological: Influenza A (H1N1) monovalent vaccine","Usc La Nichd Crs, Alhambra, California, United States|University of California, UC San Diego CRS, La Jolla, California, United States|Miller Children's Hosp. Long Beach CA NICHD CRS, Long Beach, California, United States|UCLA-Los Angeles/Brazil AIDS Consortium (LABAC) CRS, Los Angeles, California, United States|Univ. of California San Francisco NICHD CRS, San Francisco, California, United States|Univ. of Colorado Denver NICHD CRS, Aurora, Colorado, United States|Washington Hosp. Ctr. NICHD CRS, Washington, District of Columbia, United States|South Florida CDTC Ft Lauderdale NICHD CRS, Fort Lauderdale, Florida, United States|Univ. of Florida Jacksonville NICHD CRS, Jacksonville, Florida, United States|Pediatric Perinatal HIV Clinical Trials Unit CRS, Miami, Florida, United States|USF - Tampa NICHD CRS, Tampa, Florida, United States|Rush Univ. Cook County Hosp. Chicago NICHD CRS, Chicago, Illinois, United States|Ann & Robert H. Lurie Children's Hospital of Chicago (LCH) CRS, Chicago, Illinois, United States|Tulane Univ. New Orleans NICHD CRS, New Orleans, Louisiana, United States|Johns Hopkins Univ. Baltimore NICHD CRS, Baltimore, Maryland, United States|Children's Hosp. of Boston NICHD CRS, Boston, Massachusetts, United States|Boston Medical Center Ped. HIV Program NICHD CRS, Boston, Massachusetts, United States|WNE Maternal Pediatric Adolescent AIDS CRS, Worcester, Massachusetts, United States|Rutgers - New Jersey Medical School CRS, Newark, New Jersey, United States|Bronx-Lebanon CRS, Bronx, New York, United States|Jacobi Med. Ctr. Bronx NICHD CRS, Bronx, New York, United States|Metropolitan Hosp. NICHD CRS, New York, New York, United States|Columbia IMPAACT CRS, New York, New York, United States|SUNY Stony Brook NICHD CRS, Stony Brook, New York, United States|DUMC Ped. CRS, Durham, North Carolina, United States|The Children's Hosp. of Philadelphia IMPAACT CRS, Philadelphia, Pennsylvania, United States|St. Jude Children's Research Hospital CRS, Memphis, Tennessee, United States|Texas Children's Hospital CRS, Houston, Texas, United States|Seattle Children's Research Institute CRS, Seattle, Washington, United States|University of Puerto Rico Pediatric HIV/AIDS Research Program CRS, San Juan, Puerto Rico|San Juan City Hosp. PR NICHD CRS, San Juan, Puerto Rico","https://ClinicalTrials.gov/show/NCT00992017"
355,"Immunogenicity of a Split, Cell-Based, Inactivated, Trivalent Influenza Vaccine in Healthy Adult Subjects","Completed","Has Results","Influenza|Orthomyxoviruses|Myxovirus Infection","Biological: Influenza virus vaccine - cell based (2007-2008 Formulation)|Biological: Influenza virus vaccine - cell-based (2007-2008 Formulation)|Biological: Influenza virus vaccine (2007-2008 Formulation)","Hoover, Alabama, United States|Mobile, Alabama, United States|Tucson, Arizona, United States|Milford, Connecticut, United States|Pinellas Park, Florida, United States|Chicago, Illinois, United States|Wichita, Kansas, United States|Kansas City, Missouri, United States|Springfield, Missouri, United States|Cary, North Carolina, United States|Raleigh, North Carolina, United States|Cincinnati, Ohio, United States|Bensalem, Pennsylvania, United States|Warwick, Rhode Island, United States|Mt Pleasant, South Carolina, United States","https://ClinicalTrials.gov/show/NCT00845429"
356,"Immunogenicity & Safety of GSK's Avian Flu Vaccine 1557484A Given to Adults Aged ≥18 Years","Completed","Has Results","Influenza","Biological: A/turkey H5N1 vaccine|Biological: Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted (A/Indonesia)|Biological: Placebo","GSK Investigational Site, Denver, Colorado, United States|GSK Investigational Site, Chicago, Illinois, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Milford, Massachusetts, United States|GSK Investigational Site, Kansas City, Missouri, United States|GSK Investigational Site, Missoula, Montana, United States|GSK Investigational Site, Winston-Salem, North Carolina, United States|GSK Investigational Site, Bristol, Tennessee, United States|GSK Investigational Site, Austin, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, Halifax, Nova Scotia, Canada|GSK Investigational Site, Montreal, Quebec, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00719043"
357,"Safety of and Immune Response to an H1N1 Influenza Virus Vaccine in HIV Infected Children and Youth","Completed","Has Results","HIV Infections|H1N1 Influenza Virus","Biological: Influenza A (H1N1) 2009 monovalent vaccine","UAB Pediatric Infectious Diseases CRS, Birmingham, Alabama, United States|Usc La Nichd Crs, Alhambra, California, United States|University of California, UC San Diego CRS, La Jolla, California, United States|Miller Children's Hosp. Long Beach CA NICHD CRS, Long Beach, California, United States|UCLA-Los Angeles/Brazil AIDS Consortium (LABAC) CRS, Los Angeles, California, United States|Univ. of California San Francisco NICHD CRS, San Francisco, California, United States|Harbor UCLA Medical Ctr. NICHD CRS, Torrance, California, United States|Univ. of Colorado Denver NICHD CRS, Aurora, Colorado, United States|Children's National Med. Ctr. Washington DC NICHD CRS, Washington, District of Columbia, United States|Howard Univ. Washington DC NICHD CRS, Washington, District of Columbia, United States|South Florida CDTC Ft Lauderdale NICHD CRS, Fort Lauderdale, Florida, United States|Univ. of Florida Jacksonville NICHD CRS, Jacksonville, Florida, United States|Pediatric Perinatal HIV Clinical Trials Unit CRS, Miami, Florida, United States|USF - Tampa NICHD CRS, Tampa, Florida, United States|Rush Univ. Cook County Hosp. Chicago NICHD CRS, Chicago, Illinois, United States|Ann & Robert H. Lurie Children's Hospital of Chicago (LCH) CRS, Chicago, Illinois, United States|Univ. of Maryland Baltimore NICHD CRS, Baltimore, Maryland, United States|Johns Hopkins Univ. Baltimore NICHD CRS, Baltimore, Maryland, United States|Children's Hosp. of Boston NICHD CRS, Boston, Massachusetts, United States|Boston Medical Center Ped. HIV Program NICHD CRS, Boston, Massachusetts, United States|WNE Maternal Pediatric Adolescent AIDS CRS, Worcester, Massachusetts, United States|Children's Hospital of Michigan NICHD CRS, Detroit, Michigan, United States|Rutgers - New Jersey Medical School CRS, Newark, New Jersey, United States|Bronx-Lebanon CRS, Bronx, New York, United States|Jacobi Med. Ctr. Bronx NICHD CRS, Bronx, New York, United States|Nyu Ny Nichd Crs, New York, New York, United States|Metropolitan Hosp. NICHD CRS, New York, New York, United States|Columbia IMPAACT CRS, New York, New York, United States|Strong Memorial Hospital Rochester NY NICHD CRS, Rochester, New York, United States|SUNY Stony Brook NICHD CRS, Stony Brook, New York, United States|DUMC Ped. CRS, Durham, North Carolina, United States|The Children's Hosp. of Philadelphia IMPAACT CRS, Philadelphia, Pennsylvania, United States|St. Jude Children's Research Hospital CRS, Memphis, Tennessee, United States|Texas Children's Hospital CRS, Houston, Texas, United States|Seattle Children's Research Institute CRS, Seattle, Washington, United States|University of Puerto Rico Pediatric HIV/AIDS Research Program CRS, San Juan, Puerto Rico|San Juan City Hosp. PR NICHD CRS, San Juan, Puerto Rico","https://ClinicalTrials.gov/show/NCT00992836"
358,"Safety Study to Evaluate FluMist in Immunocompromised Children","Completed","Has Results","Cancer","Biological: FluMist|Biological: Placebo","University of Rochester School of Medicine & Dentistry, Rochester, New York, United States|Stony Brook University Medical Center, Stony Brook, New York, United States|St. Jude's Children's Research Hospital, Memphis, Tennessee, United States|Vanderbilt University, Nashville, Tennessee, United States|Children's Hospital Regional Medical Center, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT00112112"
359,"Influenza Vaccine Revaccination in Ambulatory Elderly Subjects","Completed","Has Results","Influenza|Orthomyxovirus Infection|Myxovirus Infection","Biological: Influenza Virus Vaccine USP Trivalent Types A and B","Hoover, Alabama, United States|Mobile, Alabama, United States|Chandler, Arizona, United States|Mesa, Arizona, United States|Phoenix, Arizona, United States|Tucson, Arizona, United States|Fountain Valley, California, United States|San Diego, California, United States|Milford, Connecticut, United States|Pembroke Pines, Florida, United States|Pinellas Park, Florida, United States|Chicago, Illinois, United States|Wichita, Kansas, United States|Kansas City, Missouri, United States|Springfield, Missouri, United States|St. Louis, Missouri, United States|Cary, North Carolina, United States|Raleigh, North Carolina, United States|Cincinnati, Ohio, United States|Bensalem, Pennsylvania, United States|Warwick, Rhode Island, United States|Mt. Pleasant, South Carolina, United States|Fort Worth, Texas, United States|Galveston, Texas, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States|West Jordan, Utah, United States|Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00775450"
360,"Safety and Immunogenicity of H1N1 Vaccines in Adults Aged 18 Years and Older","Completed","Has Results","Influenza","Biological: GSK2340274A|Biological: GSK2340273A|Biological: Saline placebo","GSK Investigational Site, Huntsville, Alabama, United States|GSK Investigational Site, Jacksonville, Florida, United States|GSK Investigational Site, Miami, Florida, United States|GSK Investigational Site, Meridian, Idaho, United States|GSK Investigational Site, Lenexa, Kansas, United States|GSK Investigational Site, Missoula, Montana, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, Edison, New Jersey, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Surrey, British Columbia, Canada|GSK Investigational Site, Truro, Nova Scotia, Canada|GSK Investigational Site, Toronto, Ontario, Canada|GSK Investigational Site, Pointe-Claire, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00985088"
361,"Monovalent H5N1 Vaccine GSK1557484A in Children 6 Months to < 18 Years of Age","Completed","Has Results","Influenza","Biological: Influenza A (H5N1) Virus monovalent vaccine|Biological: Saline placebo","GSK Investigational Site, Paramount, California, United States|GSK Investigational Site, Sacramento, California, United States|GSK Investigational Site, Newton, Kansas, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Saint Louis, Missouri, United States|GSK Investigational Site, Omaha, Nebraska, United States|GSK Investigational Site, Henderson, Nevada, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, San Angelo, Texas, United States|GSK Investigational Site, Coquitlam, British Columbia, Canada|GSK Investigational Site, Hamilton, Ontario, Canada|GSK Investigational Site, Sudbury, Ontario, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada|GSK Investigational Site, Khon Kaen, Thailand","https://ClinicalTrials.gov/show/NCT01310413"
362,"Safety and Immunogenicity of H1N1 Vaccines in Children Aged 6 Months to Less Than 9 Years of Age","Completed","Has Results","Influenza","Biological: GSK2340274A|Biological: GSK2340273A","GSK Investigational Site, Conway, Arkansas, United States|GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, Frisco, California, United States|GSK Investigational Site, Sacramento, California, United States|GSK Investigational Site, Arkansas City, Kansas, United States|GSK Investigational Site, Wichita, Kansas, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Saint Paul, Minnesota, United States|GSK Investigational Site, Omaha, Nebraska, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Kingsport, Tennessee, United States|GSK Investigational Site, Austin, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, San Angelo, Texas, United States|GSK Investigational Site, Orem, Utah, United States|GSK Investigational Site, S. Jordan, Utah, United States|GSK Investigational Site, Coquitlam, British Columbia, Canada|GSK Investigational Site, Winnipeg, Manitoba, Canada|GSK Investigational Site, Saint John's, Newfoundland and Labrador, Canada|GSK Investigational Site, Halifax, Nova Scotia, Canada|GSK Investigational Site, Brampton, Ontario, Canada|GSK Investigational Site, Hamilton, Ontario, Canada|GSK Investigational Site, Newmarket, Ontario, Canada|GSK Investigational Site, Sudbury, Ontario, Canada|GSK Investigational Site, Toronto, Ontario, Canada|GSK Investigational Site, Toronto, Ontario, Canada|GSK Investigational Site, Montreal, Quebec, Canada|GSK Investigational Site, Quebec City, Quebec, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00976820"
363,"Safety, Immunogenicity, and Relative Efficacy of H1N1 Vaccines in Adults Aged 18 Years and Older","Completed","Has Results","Influenza","Biological: GSK2340274A|Biological: GSK2340273A","GSK Investigational Site, Mesa, Arizona, United States|GSK Investigational Site, Phoenix, Arizona, United States|GSK Investigational Site, Phoenix, Arizona, United States|GSK Investigational Site, Los Angeles, California, United States|GSK Investigational Site, Clearwater, Florida, United States|GSK Investigational Site, DeLand, Florida, United States|GSK Investigational Site, Delray Beach, Florida, United States|GSK Investigational Site, Jacksonville, Florida, United States|GSK Investigational Site, Chicago, Illinois, United States|GSK Investigational Site, Wichita, Kansas, United States|GSK Investigational Site, Lexington, Kentucky, United States|GSK Investigational Site, Columbia, Maryland, United States|GSK Investigational Site, Rockville, Maryland, United States|GSK Investigational Site, Milford, Massachusetts, United States|GSK Investigational Site, Kansas City, Missouri, United States|GSK Investigational Site, Somers Point, New Jersey, United States|GSK Investigational Site, Binghamton, New York, United States|GSK Investigational Site, Camillus, New York, United States|GSK Investigational Site, Winston-Salem, North Carolina, United States|GSK Investigational Site, Willoughby Hills, Ohio, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Warwick, Rhode Island, United States|GSK Investigational Site, Spartanburg, South Carolina, United States|GSK Investigational Site, Nashville, Tennessee, United States|GSK Investigational Site, Wenatchee, Washington, United States|GSK Investigational Site, Coquitlam, British Columbia, Canada|GSK Investigational Site, Bay Roberts, Newfoundland and Labrador, Canada|GSK Investigational Site, Saint John's, Newfoundland and Labrador, Canada|GSK Investigational Site, Brampton, Ontario, Canada|GSK Investigational Site, London, Ontario, Canada|GSK Investigational Site, Ottawa, Ontario, Canada|GSK Investigational Site, Sudbury, Ontario, Canada|GSK Investigational Site, Toronto, Ontario, Canada|GSK Investigational Site, Gatineau, Quebec, Canada|GSK Investigational Site, Quebec City, Quebec, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada|GSK Investigational Site, St-Romulad, Quebec, Canada|GSK Investigational Site, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00979602"
364,"A Study of Different Formulations of an Adjuvanted A/H1N1 Pandemic Vaccine in Healthy Adults and the Elderly","Completed","Has Results","Influenza|Swine-origin A/H1N1 Influenza","Biological: Monovalent Subvirion A/H1N1 influenza vaccine with adjuvant|Biological: Monovalent Subvirion A/H1N1 influenza vaccine|Biological: Normal saline solution","Anaheim, California, United States|Fountain Valley, California, United States|South Miami, Florida, United States|Springfield, Missouri, United States|Rochester, New York, United States|Raleigh, North Carolina, United States|Cincinnati, Ohio, United States|Cleveland, Ohio, United States|Grove City, Pennsylvania, United States|Jefferson Hills, Pennsylvania, United States|Warwick, Rhode Island, United States|Jackson, Tennessee, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States|Springville, Utah, United States","https://ClinicalTrials.gov/show/NCT00952276"
365,"Study of Inactivated, Split-Virion Influenza Vaccine Compared With Standard Fluzone Vaccine in Elderly Subjects","Completed","Has Results","Orthomyxoviridae Infection|Influenza|Myxovirus Infection","Biological: Split, Inactivated, Trivalent Influenza Vaccine","Alabaster, Alabama, United States|Tucson, Arizona, United States|Fountain Valley, California, United States|Pinellas Park, Florida, United States|Chicago, Illinois, United States|Springfield, Missouri, United States|Brooklyn, New York, United States|New York, New York, United States|Bensalem, Pennsylvania, United States|Grove City, Pennsylvania, United States|Johnstown, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Fort Worth, Texas, United States|Galveston, Texas, United States|Layton, Utah, United States|South Jordan, Utah, United States|Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00388583"
366,"Trial to Assess the Shedding,Immunogenicity, and Safety of FluMist Administered to Healthy Individuals 5-49 Years of Age","Completed","No Results Available","Influenza","Biological: FluMist","SFBC International, Inc, Miami, Florida, United States|Children's Memorial Hospital, Chicago, Illinois, United States|Kentucky Pediatric / Adult Research, Inc, Bardstown, Kentucky, United States|University of Maryland, School of Medicine, Baltimore, Maryland, United States|Center for Vaccine Development, Saint Louis, Missouri, United States|Creighton University Medical Center, Omaha, Nebraska, United States|Pediatric Clinical Trials International, Columbus, Ohio, United States|Primary Physician's Research Inc., Pittsburgh, Pennsylvania, United States|Vanderbilt University Medical Center North, Nashville, Tennessee, United States|University of Virginia, Elson Student Health Center, Charlottesville, Virginia, United States|Marshall University Medical Center, Huntington, West Virginia, United States","https://ClinicalTrials.gov/show/NCT00192140"
367,"Study of Inactivated, Split-Virion Influenza Vaccine Compared With Standard Fluzone Vaccine in Infants and Children","Completed","Has Results","Orthomyxoviridae Infection|Influenza|Myxovirus Infection","Biological: Split, Inactivated, Trivalent Influenza Vaccine|Biological: Split, Inactivated, Trivalent Influenza Vaccine ( Fluzone® 2006/2007 Formulation)","Harrisburg, Arkansas, United States|Little Rock, Arkansas, United States|Trumann, Arkansas, United States|Bellflower, California, United States|Downey, California, United States|Fountain Valley, California, United States|Paramount, California, United States|Owensboro, Kentucky, United States|Bossier City, Louisiana, United States|Shreveport, Louisiana, United States|Brainerd, Minnesota, United States|Cleveland, Ohio, United States|Erie, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Uniontown, Pennsylvania, United States|Wexford, Pennsylvania, United States|Fort Worth, Texas, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT00391391"
368,"A Study of Different Formulations of an A/H1N1 Pandemic Vaccine in Healthy Children Aged 6 Months to 9 Years","Completed","Has Results","Influenza|Swine-origin A/H1N1 Influenza","Biological: Monovalent Subvirion A/H1N1 Influenza vaccine|Biological: Normal saline solution (placebo)","Miami Beach, Florida, United States|Marietta, Georgia, United States|Woodstock, Georgia, United States|Crestview Hills, Kentucky, United States|Louisville, Kentucky, United States|Maddisonville, Kentucky, United States|Metairie, Louisiana, United States|Las Vegas, Nevada, United States|Rochester, New York, United States|Hermitage, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Cranston, Rhode Island, United States|Barnwell, South Carolina, United States|Austin, Texas, United States|Fort Worth, Texas, United States|San Angelo, Texas, United States|Orem, Utah, United States|South Jordan, Utah, United States|Springville, Utah, United States","https://ClinicalTrials.gov/show/NCT00952419"
369,"A Study of Different Formulations of an A/H1N1 Pandemic Vaccine in Healthy Adults and the Elderly","Completed","Has Results","Influenza|Swine-origin A/H1N1 Influenza","Biological: Monovalent Subvirion A/H1N1 Influenza vaccine (7.5 µg of HA)|Biological: Monovalent Subvirion A/H1N1 Influenza vaccine (15 µg of HA)|Biological: Monovalent Subvirion A/H1N1 Influenza vaccine (30 µg of HA)|Biological: Normal saline solution (placebo)","Hoover, Alabama, United States|Chandler, Arizona, United States|Phoenix, Arizona, United States|Anaheim, California, United States|South Miami, Florida, United States|Maddisonville, Kentucky, United States|Springfield, Missouri, United States|Raleigh, North Carolina, United States|Cincinnati, Ohio, United States|Cleveland, Ohio, United States|Mt. Pleasant, South Carolina, United States|Knoxville, Tennessee, United States|Austin, Texas, United States|Salt Lake City, Utah, United States|Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00953524"
370,"Immunogenicity of High-dose Inactivated, Split-virion Influenza Vaccine Versus Standard Fluzone Vaccine in the Elderly","Completed","Has Results","Orthomyxoviridae Infection|Influenza|Myxovirus Infection","Biological: High-Dose Inactivated, Split-Virion Influenza Vaccine|Biological: Inactivated, Split-Virion Influenza Vaccine","Mesa, Arizona, United States|Phoenix, Arizona, United States|Tempe, Arizona, United States|Tucson, Arizona, United States|San Diego, California, United States|Stratford, Connecticut, United States|Clearwater, Florida, United States|Coral Gables, Florida, United States|Orlando, Florida, United States|Pembroke Pines, Florida, United States|Wichita, Kansas, United States|Rockville, Maryland, United States|Rochester, Minnesota, United States|Kansas City, Missouri, United States|St. Louis, Missouri, United States|Endwell, New York, United States|Rochester, New York, United States|Cary, North Carolina, United States|Raleigh, North Carolina, United States|Downington, Pennsylvania, United States|Erie, Pennsylvania, United States|Warwick, Rhode Island, United States|Dallas, Texas, United States|Plano, Texas, United States|West Jordan, Utah, United States|Norfolk, Virginia, United States|Richmond, Virginia, United States|Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00391053"
