"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
74,"Evaluation of the Efficacy and Safety of Peramivir in Subjects With Uncomplicated Acute Influenza.","Completed","Has Results","Influenza","Drug: Peramivir 150 mg|Drug: Peramivir 300 mg|Drug: Placebo","Radiant Research, Birmingham, Alabama, United States|Clopton Clinic, Jonesboro, Arkansas, United States|Advanced Clinical Research Institute, Anaheim, California, United States|Orange County Clinical Trials, Anaheim, California, United States|Medical Center, Carmichael, California, United States|Pacific Sleep Medicines Service, El Centro, California, United States|Advanced Clinical Research Institute, Orange, California, United States|Benchmark Research, Sacramento, California, United States|Pacific Sleep Medicine Services, San Diego, California, United States|Pacific Sleep Medicine Services, San Francisco, California, United States|Alpine Clinical Research Center, Boulder, Colorado, United States|George Washington Unviersity, Washington, District of Columbia, United States|Clinical Research of Southern Florida, Coral Gables, Florida, United States|University Clinical Research-Deland, LLC, DeLand, Florida, United States|Florida Medical Research Institute, Gainesville, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|Clinical Research Center, Sarasota, Florida, United States|Palm Beach Research Center, West Palm Beach, Florida, United States|Georgia Clinical Research, Atlanta, Georgia, United States|Wishard Hospital, Indianapolis, Indiana, United States|Radiant Research, Overland Park, Kansas, United States|Kentucky Pediatric / Adult Research, Bardstown, Kentucky, United States|Central Kentucky Research Assoc, Inc, Lexington, Kentucky, United States|Benchmark Research, Metairie, Louisiana, United States|Radiant Research, Minneapolis, Edina, Minnesota, United States|Barnes-Jewish Hospital Emergency Department, St Louis, Missouri, United States|Medex Healthcare Research, Inc., St. Louis, Missouri, United States|Radiant Research, St. Louis, Missouri, United States|Bozeman Urgent Care Center, Bozeman, Montana, United States|Alliance Medical Center, Alliance, Nebraska, United States|Midwest Family Physicians, Omaha, Nebraska, United States|UMDNJ, Cherry Hill, New Jersey, United States|Pulmonary & Critical Care Associates, East Brunswick, New Jersey, United States|Brooklyn Hospital Center, Brooklyn, New York, United States|Wake Research Associates, LLC, Raleigh, North Carolina, United States|Summa Health, Akron, Ohio, United States|Sterling Research Group, LTD., Cincinnati, Ohio, United States|Integrated Medical Research, PC, Ashland, Oregon, United States|Research Across America at Oyster Point Family Health Center, Lancaster, Pennsylvania, United States|Radiant Research, Philadelphia, Pennsylvania, United States|Primary Physicians Research, Inc, Pittsburgh, Pennsylvania, United States|New England Center for Clinical Research, Inc, Cranston, Rhode Island, United States|Paragon Clinical Research, Inc., Cranston, Rhode Island, United States|Omega Medical Research, Warwick, Rhode Island, United States|Hillcrest Family Practice, Simpsonville, South Carolina, United States|Research Across America, Dallas, Texas, United States|Radiant Research, Dallas, Texas, United States|Towngate Plaza Medical Center, Garland, Texas, United States|Baylor Clinic-Baylor College of Medicine, Houston, Texas, United States|GSA Research, San Antonio, Texas, United States|Radiant Research-San Antonio Northeast, San Antonio, Texas, United States|Radiant Research San Antonio, San Antonio, Texas, United States|Balbir Chahal M.D. ,P.A, Tomball, Texas, United States|Dynamed Clinical Research, Tomball, Texas, United States|J. Lewis Research, Inc. Foothill Family Clinic, Salt Lake City, Utah, United States|J. Lewis Research, Inc. Foothill Family Clinic South, Salt Lake City, Utah, United States|J. Lewis Research, Inc./Southwest Family Medicine, West Jordan, Utah, United States|Calgary West Medical Cnetre Clinical Studies, Calgary, Alberta, Canada|Belvedere Medicentre, Edmonton, Alberta, Canada|Hermitage Medicentres, Edmonton, Alberta, Canada|RJA Medicentres, Edmonton, Alberta, Canada|Castledowns Medicentre, Edmonton, Alberta, Canada|Gain Medical Centre, Coquitlam, British Columbia, Canada|Source Unique Clinic, Hawkesbury, Ontario, Canada|Manna Research, Toronto, Ontario, Canada|Omnispec Clinical Reasearch Inc, Mirabel, Quebec, Canada|Clinique Medicale des Campus, Ste-Foy, Quebec, Canada|Prairie Clinical, Saskatoon, Saskatchewan, Canada","https://ClinicalTrials.gov/show/NCT00419263"
75,"Study on the Incidence of Influenza and Its Complications, in Subjects Aged 50 Years and Over Vaccinated With Fluarix™","Completed","Has Results","Influenza","Biological: Fluarix™","GSK Investigational Site, Mobile, Alabama, United States|GSK Investigational Site, Delray Beach, Florida, United States|GSK Investigational Site, Pembroke Pines, Florida, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, Somers Point, New Jersey, United States|GSK Investigational Site, Camillus, New York, United States|GSK Investigational Site, Raleigh, North Carolina, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Norfolk, Virginia, United States|GSK Investigational Site, Gueglingen, Baden-Wuerttemberg, Germany|GSK Investigational Site, Rudersberg, Baden-Wuerttemberg, Germany|GSK Investigational Site, Weinheim, Baden-Wuerttemberg, Germany|GSK Investigational Site, Potsdam, Brandenburg, Germany|GSK Investigational Site, Frankfurt/Main, Hessen, Germany|GSK Investigational Site, Essen, Nordrhein-Westfalen, Germany|GSK Investigational Site, Witten, Nordrhein-Westfalen, Germany|GSK Investigational Site, Mainz, Rheinland-Pfalz, Germany|GSK Investigational Site, Rhaunen, Rheinland-Pfalz, Germany|GSK Investigational Site, Magdeburg, Sachsen-Anhalt, Germany|GSK Investigational Site, Dresden, Sachsen, Germany|GSK Investigational Site, Leipzg, Sachsen, Germany|GSK Investigational Site, Leipzig, Sachsen, Germany|GSK Investigational Site, Leipzig, Sachsen, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Hamburg, Germany|GSK Investigational Site, Hamburg, Germany|GSK Investigational Site, Hamburg, Germany|GSK Investigational Site, Hamburg, Germany|GSK Investigational Site, Utrecht, Netherlands|GSK Investigational Site, Debica, Poland|GSK Investigational Site, Krakow, Poland|GSK Investigational Site, Mielec, Poland|GSK Investigational Site, Porabka, Poland|GSK Investigational Site, Siemianowice Slaskie, Poland|GSK Investigational Site, Wroclaw, Poland","https://ClinicalTrials.gov/show/NCT00377611"
76,"Evaluation of Efficacy and Safety of Peramivir in Adults With Acute Serious or Potentially Life-threatening Influenza","Completed","Has Results","Influenza","Drug: Peramivir 200 mg|Drug: Peramivir 400 mg|Drug: Oseltamivir","Pulmonary Associates of Mobile, P.C., Mobile, Alabama, United States|St. Bernards Research Center/Clopton Clinic, Jonesboro, Arkansas, United States|Pulmonary Consultants & Primary Care Physicians Medical Group, Inc., Orange, California, United States|University of California Irvine Medical Center, Orange, California, United States|University of California Davis Medical Center, Department of Emergency Medicine, Sacramento, California, United States|Good Samaritan Hospital, San Jose, California, United States|National Jewish Medical and Research Center, Clinical Research Unit, Denver, Colorado, United States|Orlando Regional Healthcare, Orlando, Florida, United States|James A. Haley Veterans Hospital, Department of Infectious Disease, Tampa, Florida, United States|Medical College of Georgia, Augusta, Georgia, United States|Infectious Disease Specialists of Atlanta, P.C., Decatur, Georgia, United States|St. Joseph's/Candler Health System, Inc., Savannah, Georgia, United States|Idaho Falls Infectious Diseases, PLLC, Idaho Falls, Idaho, United States|Northwestern University, Chicago, Illinois, United States|Springfield Clinic, LLP, Springfield, Illinois, United States|Wishard Hospital/Indiana University, Indianapolis, Indiana, United States|Infectious Disease of Indiana, PSC, Indianapolis, Indiana, United States|Natchitoches Internal Medicine, Natchitoches, Louisiana, United States|Louisiana State University Health Sciences Center-Shreveport, Shreveport, Louisiana, United States|VA Maryland Health Care System, Baltimore, Maryland, United States|Franklin Square Hospital, Baltimore, Maryland, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Wayne State University School of Medicine, Detroit, Michigan, United States|Henry Ford Health System, Detroit, Michigan, United States|William Beaumont Hospital Troy, Troy, Michigan, United States|Washington University School of Medicine, St. Louis, Missouri, United States|Mercury Street Medical Group, PLLC, Butte, Montana, United States|Hackensack University Medical Center, Department of Infectious Disease, Hackensack, New Jersey, United States|Jersey Shore University Medical Center, Neptune, New Jersey, United States|University of New Mexico, Albuquerque, New Mexico, United States|Rochester General Hospital/University of Rochester, Rochester, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|University Hospitals Case Medical Center, Cleveland, Ohio, United States|Temple University Hospital, Philadelphia, Pennsylvania, United States|Lowcountry Infectious Diseases, P.A., Charleston, South Carolina, United States|Baylor College of Medicine, Houston, Texas, United States|University of Utah Health Sciences Center, Salt Lake City, Utah, United States|Veterans Affairs Medical Center, Salem, Virginia, United States|Franciscan Health System, Tacoma, Washington, United States|Marshfield Clinic, Marshfield, Wisconsin, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States|Prince Of Wales Hospital, Randwick, New South Wales, Australia|Westmead Hospital, Wentworthville, New South Wales, Australia|Cairns Base Hospital, Cairns, Queensland, Australia|Mater Adult Hospital, South Brisbane, Queensland, Australia|Gold Coast Hospital, Southport, Queensland, Australia|Princess Alexandra Hospital, Woolloongabba, Queensland, Australia|Repatriation General Hospital, Daw Park, South Australia, Australia|Royal Melbourne Hospital, Parkville, Victoria, Australia|Sir Charles Gairdner Hospital, Nedlands, Western Australia, Australia|Kelowna General Hospital, Kelowna, British Columbia, Canada|Hamilton Health Sciences-McMaster University Medical Centre, Hamilton, Ontario, Canada|St. Joseph's Healthcare Hamilton-L424, Hamilton, Ontario, Canada|The Ottawa Hospital - General Campus, Ottawa, Ontario, Canada|Mount Sinai Hospital / Toronto Medical Laboratories, Toronto, Ontario, Canada|Center de Sante et des Services Sociaux de Chicoutimi, Chicoutimi, Quebec, Canada|Maisonneuve-Rosemont Hospital, Montreal, Quebec, Canada|Centre de sante et de services sociaux Rimouski-Neigette (CSSSRN), Rimouski, Quebec, Canada|Division of Infectious Diseases, Saskatoon, Saskatchewan, Canada|Centre Hospitalier Universitaire de Quebec-Pavillon CHUL, Quebec, Canada|Princess Margaret Hospital, Hong Kong, Hong Kong|Queen Mary Hospital, Hong Kong, Hong Kong|United Christian Hospital, Hong Kong, Hong Kong|The Prince of Wales Hospital, Shatin - New Territories, Hong Kong|Christchurch Hospital, Christchurch, New Zealand|Waikato Hospital, Hamilton, New Zealand|Tauranga Hospital, Tauranga, New Zealand|National University Hospital, Singapore, Singapore|Tan Tock Seng Hospital, Singapore, Singapore|Global Clinical Trial Center, Port Elizabeth, E. Cape, South Africa|Genclin Corporation, Bloemfontein, Free State, South Africa|Benmed / Pentagon Hospital, Benoni, Gauteng, South Africa|Private Practice, Cape Town, Gauteng, South Africa|Newgate Centre, Johannesburg,, Gauteng, South Africa|DJW Navorsing, Krugersdorp, Gauteng, South Africa|Medforum Hospital, Pretoria, Gauteng, South Africa|Eugene Marais Hospital, Pretoria, Gauteng, South Africa|Global Clinical Trials (GCT), Pretoria, Gauteng, South Africa|Dr Bhorat, Soweto, Gauteng, South Africa|Sebastian, P, Durban, KZ-Natal, South Africa|Eksteen, MC, Nelspruit, Mpumalanga, South Africa|Dr. L.J. van Zyl, Worcester, W Cape, South Africa|N1 City Hospital, Cape town, WC, South Africa","https://ClinicalTrials.gov/show/NCT00453999"
77,"H5 Vaccine Alone or With Aluminum Hydroxide in Elderly Adults","Completed","No Results Available","Influenza","Biological: Aluminum hydroxide|Biological: Inactivated Influenza A/H5N1 Vaccine (sanofi pasteur)","University of Iowa, Iowa City, Iowa, United States|University of Maryland Baltimore, Baltimore, Maryland, United States|Saint Louis University, St. Louis, Missouri, United States|University of Rochester, Rochester, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Vanderbilt University - Pediatric - Vanderbilt Vaccine Research Center, Nashville, Tennessee, United States|Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00294099"
78,"Immunogenicity, Safety and Tolerability of CSL Limited Inactivated Influenza Vaccine in Adults","Completed","No Results Available","Influenza","Biological: CSL Trivalent Inactivated Influenza Vaccine - Thimerosal-free|Biological: CSL Trivalent Inactivated Influenza Vaccine with Thimerosal|Biological: Placebo with Thimerosal","Stanford University, Stanford, California, United States|University of Iowa, Iowa City, Iowa, United States|University of Maryland Baltimore, Baltimore, Maryland, United States|Saint Louis University, St. Louis, Missouri, United States|University of Rochester, Rochester, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Vanderbilt University, Nashville, Tennessee, United States|Baylor College of Medicine, Houston, Texas, United States|Clinical Alliance for Research & Education - Infectious Diseases, Annandale, Virginia, United States","https://ClinicalTrials.gov/show/NCT00333398"
79,"Study to Evaluate the Safety and Immune Response of Two-Doses of Candidate Influenza Vaccine GSK 1557484A in Adults","Completed","Has Results","Influenza","Biological: Pumarix™|Biological: Pandemrix ™","GSK Investigational Site, Huntsville, Alabama, United States|GSK Investigational Site, Anaheim, California, United States|GSK Investigational Site, Miami, Florida, United States|GSK Investigational Site, Stockbridge, Georgia, United States|GSK Investigational Site, Lenexa, Kansas, United States|GSK Investigational Site, Missoula, Montana, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, Halifax, Nova Scotia, Canada|GSK Investigational Site, Truro, Nova Scotia, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00510874"
80,"Evaluate Safety & Immunogenicity of GSK Bio's Influenza Vaccine GSK576389A After Repeated Vaccination in Elderly Adults","Completed","Has Results","Influenza","Biological: Fluarix|Biological: GSK Biologicals Influenza Vaccine GSK576389A","GSK Investigational Site, Clearwater, Florida, United States|GSK Investigational Site, Coral Gables, Florida, United States|GSK Investigational Site, Milford, Massachusetts, United States|GSK Investigational Site, Chaska, Minnesota, United States|GSK Investigational Site, Somers Point, New Jersey, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Carnegie, Pennsylvania, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Gent, Belgium|GSK Investigational Site, Messkirch, Baden-Wuerttemberg, Germany|GSK Investigational Site, Augsburg, Bayern, Germany|GSK Investigational Site, Haag, Bayern, Germany|GSK Investigational Site, Hoehenkirchen-Siegertsbrunn, Bayern, Germany|GSK Investigational Site, Langquaid, Bayern, Germany|GSK Investigational Site, Ruedersdorf, Brandenburg, Germany|GSK Investigational Site, Leipzig, Sachsen, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Bekkestua, Norway|GSK Investigational Site, Bergen, Norway|GSK Investigational Site, Elverum, Norway|GSK Investigational Site, Fredrikstad, Norway|GSK Investigational Site, Hamar, Norway|GSK Investigational Site, Haugesund, Norway|GSK Investigational Site, Skien, Norway","https://ClinicalTrials.gov/show/NCT00529516"
81,"Study Comparing the Immune Response and Safety of Fluarix and Fluzone Influenza Vaccines in Children","Completed","Has Results","Influenza","Biological: Fluarix™|Biological: Fluzone","GSK Investigational Site, Antioch, California, United States|GSK Investigational Site, Fairfield, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, Pleasanton, California, United States|GSK Investigational Site, Redwood City, California, United States|GSK Investigational Site, Richmond, California, United States|GSK Investigational Site, Rolling Hills Estates, California, United States|GSK Investigational Site, Sacramento, California, United States|GSK Investigational Site, San Francisco, California, United States|GSK Investigational Site, San Francisco, California, United States|GSK Investigational Site, Santa Clara, California, United States|GSK Investigational Site, Santa Rosa, California, United States|GSK Investigational Site, Vacaville, California, United States|GSK Investigational Site, Vallejo, California, United States|GSK Investigational Site, Walnut Creek, California, United States|GSK Investigational Site, Englewood, Colorado, United States|GSK Investigational Site, Lakewood, Colorado, United States|GSK Investigational Site, Tifton, Georgia, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Lexington, Kentucky, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Omaha, Nebraska, United States|GSK Investigational Site, Whitehouse Station, New Jersey, United States|GSK Investigational Site, Fishkill, New York, United States|GSK Investigational Site, Hopewell Junction, New York, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Cary, North Carolina, United States|GSK Investigational Site, Sylva, North Carolina, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Uniontown, Pennsylvania, United States|GSK Investigational Site, Austin, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, San Angelo, Texas, United States|GSK Investigational Site, Layton, Utah, United States|GSK Investigational Site, Salt Lake City, Utah, United States|GSK Investigational Site, South Jordan, Utah, United States|GSK Investigational Site, West Jordan, Utah, United States","https://ClinicalTrials.gov/show/NCT00383123"
82,"Study Comparing the Immune Response of Fluarix and Fluzone Influenza Vaccines","Completed","No Results Available","Influenza","Biological: Influenza","GSK Investigational Site, Clearwater, Florida, United States|GSK Investigational Site, Evansville, Indiana, United States|GSK Investigational Site, Baltimore, Maryland, United States|GSK Investigational Site, St. Louis, Missouri, United States|GSK Investigational Site, Buffalo, New York, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Cincinnati, Ohio, United States|GSK Investigational Site, Carnegie, Pennsylvania, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Philadelphia, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Warwick, Rhode Island, United States|GSK Investigational Site, Houston, Texas, United States|GSK Investigational Site, Katy, Texas, United States|GSK Investigational Site, Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00197288"
83,"Efficacy Study of Two Influenza Vaccines and Placebo in Healthy Adult Subjects","Completed","Has Results","Influenza","Biological: Cell culture-derived influenza vaccine|Biological: Egg-derived influenza virus vaccine|Biological: Placebo","Site 14, Denver, Colorado, United States|Site 15, Pembroke Pines, Florida, United States|Site 17, South Miami, Florida, United States|Site 13, Lenexa, Kansas, United States|Site 2, Bardstown, Kentucky, United States|Site 1, Saint Louis, Missouri, United States|Site 4, Edison, New Jersey, United States|Site 10, Binghamton, New York, United States|Site 5, Endwell, New York, United States|Site 16, Winston-Salem, North Carolina, United States|Site 11, Warwick, Rhode Island, United States|Site 12, Anderson, South Carolina, United States|Site 9, Austin, Texas, United States|Site 8, Dallas, Texas, United States|Site 7, Salt Lake City, Utah, United States|Site 3, Salt Lake City, Utah, United States|Site 6, Burke, Virginia, United States|Site 25, Espoo, Finland|Site 26, Helsinki, Finland|Site 27, Helsinki, Finland|Site 33, Järvenpää, Finland|Site 35, Kokkola, Finland|Site 34, Kotka, Finland|Site 30, Kuopio, Finland|Site 22, Lahti, Finland|Site 31, Oulu, Finland|Site 23, Pori, Finland|Site 32, Seinäjoki, Finland|Site 21, Tampere, Finland|Site 24, Turku, Finland|Site 28, Vantaa, Finland|Site 29, Vantaa, Finland|Site 49, Bydgoszcz, Poland|Site 53, Gniewkowo, Poland|Site 59, Katowice, Poland|Site 63, Kielce, Poland|Site 62, Końskie, Poland|Site 57, Krakow, Poland|Site 41, Kraków, Poland|Site 43, Kraków, Poland|Site 42, Kraków, Poland|Site 50, Kraków, Poland|Site 44, Lubartów, Poland|Site 45, Lublin, Poland|Site 65, Oleśnica, Poland|Site 47, Olsztyn, Poland|Site 48, Olsztyn, Poland|Site 46, Olsztyn, Poland|Site 58, Radziszów, Poland|Site 61, Ruda Śląska, Poland|Site 60, Rzeszów, Poland|Site 52, Warszawa, Poland|Site 55, Wilkowice, Poland|Site 64, Wrocław, Poland|Site 54, Wąbrzeźno, Poland|Site 51, Łodź, Poland","https://ClinicalTrials.gov/show/NCT00630331"
84,"Comparison of Delivery Routes of Flu Vaccine in Adults","Completed","No Results Available","Influenza","Biological: Trivalent inactivated influenza vaccine","Stanford University School of Medicine, Stanford, California, United States|UCLA Center For Vaccine Research, Torrance, California, United States|University of Iowa - Vaccine Research & Education Unit, Iowa City, Iowa, United States|University of Maryland Baltimore, Baltimore, Maryland, United States|Saint Louis University, St. Louis, Missouri, United States|University of Rochester Medical Center - Strong Memorial Hospital - Infectious Diseases, Rochester, New York, United States|Duke Health Center, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Vanderbilt University, Nashville, Tennessee, United States|Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00170547"
85,"Immunogenicity and Safety Study of an Inactivated Influenza Vaccine (Split Virus, Vero Cell Derived) in Adults Aged 50 Years and Older","Completed","No Results Available","Influenza","Biological: Vero cell derived, trivalent, seasonal influenza vaccine|Biological: Licensed egg-derived, trivalent seasonal influenza vaccine","Coastal Clinical Research, Inc., Mobile, Alabama, United States|Quality of Life Medical & Research Center, LLC, Tucson, Arizona, United States|Benchmark Research, San Francisco, Sacramento, California, United States|California Research Foundation, San Diego, California, United States|Benchmark Research San Francisco, San Francisco, California, United States|Clinical Research of South Florida, Coral Cables, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|University Clinical Research, Inc., Pembrook Pines, Florida, United States|Clinical Research Atlanta, Stockbridge, Georgia, United States|Johnson County Clin-Trials, Lenexa, Kansas, United States|Vince and Associates Clinical Research, Overland Park, Kansas, United States|Heartland Research Associates, LLC, Wichita, Kansas, United States|Heartland Research Associates LLC, Wichita, Kansas, United States|Central Kentucky Research Associates, Inc., Lexington, Kentucky, United States|Center for Pharmaceutical Research, Kansas City, Missouri, United States|Radiant Research, Inc., St. Louis, Missouri, United States|Sundance Clinical Research, St. Louis, Missouri, United States|Meridian Clinical Research, LLC, Omaha, Nebraska, United States|Regional Clinical Research, Inc., Endwell, New York, United States|Rochester Clinical Research Inc., Rochester, New York, United States|Wake Research Associates, LLC, Raleigh, North Carolina, United States|Omega Medical Research, Warwick, Rhode Island, United States|Palmetto Medical Research, Mt. Pleasant, South Carolina, United States|Clinical Research Associates, Inc. - Nashville, Nashville, Tennessee, United States|Benchmark Research Austin, Austin, Texas, United States|Benchmark Research Ft. Worth, Fort Worth, Texas, United States|Research Across America, Plano, Texas, United States|Benchmark Research San Angelo, San Angelo, Texas, United States|Pi-Coor Clinical Research, Fairfax, Virginia, United States|Clinical Research Associates of Tidewater, Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00782431"
86,"Efficacy Study of an Investigational Influenza Vaccine (Vero Cell Derived) to Prevent Culture Confirmed Influenza Infection (CCII)","Completed","No Results Available","Influenza","Biological: Inactivated seasonal influenza vaccine (split virus, Vero cell-derived)|Biological: Phosphate buffered saline","Radiant Research Tucson, Tuscon, Arizona, United States|Advanced Clinical Research Institute, Anaheim, California, United States|Orange County Clinical Research, Inc., Cypress, California, United States|Benchmark Research, Sacramento, California, United States|California Research Foundation, San Diego, California, United States|Benchmark Research San Francisco, San Francisco, California, United States|Tampa Bay Medical Research, Clearwater, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|Miami Research Associates, Miami, Florida, United States|University Clinical Research, Inc., Pembroke, Florida, United States|Radiant Research Inc. - Chicago, Chicago, Illinois, United States|PRA International Clinical Pharmacology Center, Lenexa, Kansas, United States|Vince and Associates Clinical Research, Overland Park, Kansas, United States|Central Kentucky Research Associates, Inc., Lexington, Kentucky, United States|Benchmark Research, Metairie, Louisiana, United States|Columbia Medical Practice, Columbia, Maryland, United States|Center for Pharmaceutical Research, Kansas City, Missouri, United States|Sundance Clinical Research, St. Louis, Missouri, United States|Meridian Clinical Research, LLC, Omaha, Nebraska, United States|Clinical Research Center of Nevada, Las Vegas, Nevada, United States|Rochester Clinical Research, Rochester, New York, United States|Metrolina Medical Research, Charlotte, North Carolina, United States|Wake Research Associates, LLC, Raleigh, North Carolina, United States|Piedmont Medical Research Associates, Winston-Salem, North Carolina, United States|Coastal Carolina Research Center, Goose Creek, South Carolina, United States|Spartanburg Medical Research, Spartanburg, South Carolina, United States|Clinical Research Associates, Inc. - Nashville, Nashville, Tennessee, United States|Benchmark Research Austin, Austin, Texas, United States|Research Across America - CNS Research Group, Dallas, Texas, United States|Benchmark Research Ft. Worth, Ft. Worth, Texas, United States|Research Across America - CNS Research Group, Plano, Texas, United States|Benchmark Research San Angelo, San Angelo, Texas, United States|Radiant Research - San Antonio Northeast, San Antonio, Texas, United States|Jean Brown Associates, Inc., Salt Lake City, Utah, United States|Clinical Research Associates of Tidewater, Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00566345"
87,"A Study of Oseltamivir (Tamiflu) for the Seasonal Prophylaxis of Influenza in Immunocompromised Participants","Completed","Has Results","Influenza","Drug: Oseltamivir|Drug: Placebo","Birmingham, Alabama, United States|Little Rock, Arkansas, United States|Stanford, California, United States|Denver, Colorado, United States|Hartford, Connecticut, United States|Newark, Delaware, United States|St Petersburg, Florida, United States|Atlanta, Georgia, United States|Augusta, Georgia, United States|Chicago, Illinois, United States|Chicago, Illinois, United States|New Orleans, Louisiana, United States|Detroit, Michigan, United States|Detroit, Michigan, United States|Brooklyn Center, Minnesota, United States|Missoula, Montana, United States|Camden, New Jersey, United States|Hackensack, New Jersey, United States|Livingston, New Jersey, United States|Newark, New Jersey, United States|Buffalo, New York, United States|New York, New York, United States|New York, New York, United States|Chapel Hill, North Carolina, United States|Charlotte, North Carolina, United States|Durham, North Carolina, United States|Cincinnati, Ohio, United States|Cleveland, Ohio, United States|Oklahoma City, Oklahoma, United States|Hershey, Pennsylvania, United States|Philadelphia, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Dallas, Texas, United States|Houston, Texas, United States|Aalst, Belgium|Bruxelles, Belgium|Bruxelles, Belgium|Edegem, Belgium|Leuven, Belgium|Edmonton, Alberta, Canada|Coquitlam, British Columbia, Canada|Winnipeg, Manitoba, Canada|London, Ontario, Canada|Saskatoon, Saskatchewan, Canada|Brno, Czech Republic|Tallinn, Estonia|Tartu, Estonia|Paris, France|Paris, France|Paris, France|Toulouse, France|Tours, France|Aachen, Germany|Berlin, Germany|Hamburg, Germany|Heidelberg, Germany|München, Germany|München, Germany|Budapest, Hungary|Pecs, Hungary|Szeged, Hungary|Jerusalem, Israel|Petach Tikva, Israel|Ramat Gan, Israel|Padova, Italy|Pavia, Italy|Roma, Italy|Kaunas, Lithuania|Vilnius, Lithuania|Bialystok, Poland|Lodz, Poland|Szczecin, Poland|Warszawa, Poland|Warszawa, Poland|Madrid, Spain|Madrid, Spain|Birmingham, United Kingdom|Edinburgh, United Kingdom","https://ClinicalTrials.gov/show/NCT00412737"
